score	omim	nom	n_hpo	n_hpo_foetal	n_onset_prenatal	signes_lourds	orpha	dans_syndromes
3.0	OMIM:560000	Renal tubulopathy, diabetes mellitus, and cerebellar ataxia	25	10	0	HP:0002240	ORPHA:3390	
3.0	OMIM:301013	Intellectual developmental disorder, X-linked 107	21	10	0	HP:0001250	ORPHA:777	dans syndromes
3.0	OMIM:300908	Hemolytic anemia, G6PD deficient (favism)	22	10	0	HP:0001744	ORPHA:466026	
3.0	OMIM:300143	Intellectual developmental disorder, X-linked 21	19	10	0	HP:0001250	ORPHA:777	dans syndromes
3.0	OMIM:275630	Chanarin-Dorfman syndrome	17	10	0	HP:0002240	ORPHA:98907	
3.0	OMIM:268315	Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction	19	10	0	HP:0004322	—	
3.0	OMIM:263300	Polycythemia vera	20	10	0	HP:0001744	ORPHA:729	
3.0	OMIM:255100	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	17	10	0	HP:0002093	ORPHA:394529,ORPHA:394532	dans syndromes
3.0	OMIM:251255	Jawad syndrome	17	10	2		ORPHA:313795	
3.0	OMIM:251240	Microcephaly with chemotactic defect and transient hypogammaglobulinemia	13	10	0	HP:0000252	ORPHA:3132	
3.0	OMIM:250400	Metaphyseal chondrodysplasia, Spahr type	17	10	0	HP:0004322	ORPHA:2501	
3.0	OMIM:242100	Ichthyosis, congenital, autosomal recessive 2	25	20	1		ORPHA:281122,ORPHA:79394	
3.0	OMIM:238700	Hyperlysinemia, type I	25	10	0	HP:0001250	ORPHA:2203	
3.0	OMIM:233910	Hyperphenylalaninemia, BH4-deficient, B	29	10	0	HP:0001250	ORPHA:2102,ORPHA:238583	
3.0	OMIM:226700	Epidermolysis bullosa, junctional, Herlitz type	15	10	0	HP:0001522	ORPHA:79404	
3.0	OMIM:204000	Leber congenital amaurosis, type I	21	10	0	HP:0002240	ORPHA:65	
3.0	OMIM:193530	Weyers acrofacial dysostosis	13	10	0	HP:0001156	ORPHA:952	
3.0	OMIM:184900	Stiff skin syndrome	15	10	0	HP:0004322	ORPHA:2833	
3.0	OMIM:132450	Epiphyseal dysplasia, multiple, with myopia and conductive deafness	14	10	0	HP:0004322	ORPHA:166011	
3.0	OMIM:122000	Corneal dystrophy, posterior polymorphous, 1	14	10	2		ORPHA:98973,ORPHA:98975	
3.0	OMIM:121070	Arthrogryposis, distal, type 2E	12	10	0	HP:0000252	—	
2.9	OMIM:621468	Developmental and epileptic encephalopathy 120	43	9	0	HP:0000252	ORPHA:1934	
2.9	OMIM:621394	Brain small vessel disease 6 with leukoencephalopathy	30	9	0	HP:0002090	ORPHA:575553	
2.9	OMIM:621280	Retinitis pigmentosa 100	20	9	0	HP:0002007	—	
2.9	OMIM:620680	Lipodystrophy, congenital generalized, type 5	16	9	0	HP:0004322	—	
2.9	OMIM:620532	Hyper-IgE syndrome 6, autosomal dominant, with recurrent infections	17	9	0	HP:0004322	—	
2.9	OMIM:620282	Immunodeficiency 109 with lymphoproliferation	18	9	0	HP:0001744	ORPHA:664726	
2.9	OMIM:620152	Hypomagnesemia 7, renal, with or without dilated cardiomyopathy	17	9	0	HP:0001250	ORPHA:73224	
2.9	OMIM:619725	Neurodevelopmental disorder with or without variable movement or behavioral abnormalities	30	9	0	HP:0000252	—	
2.9	OMIM:619699	Ferguson-Bonni neurodevelopmental syndrome	17	9	0	HP:0000776	—	
2.9	OMIM:619605	Developmental and epileptic encephalopathy 98	25	9	0	HP:0001522	ORPHA:442835	
2.9	OMIM:619323	Neurodevelopmental disorder with seizures and gingival overgrowth	20	9	0	HP:0001250	—	
2.9	OMIM:619310	Leukodystrophy, hypomyelinating, 21	25	9	0	HP:0000252	—	
2.9	OMIM:619057	Combined oxidative phosphorylation deficiency 51	19	9	0	HP:0001511	—	
2.9	OMIM:618856	Diabetes, permanent neonatal 2, with or without neurologic features	14	9	2		ORPHA:99885	
2.9	OMIM:618549	Hepatitis, fulminant viral, susceptibility to	13	9	0	HP:0002240	—	
2.9	OMIM:618404	Leukodystrophy, hypomyelinating, 18	28	9	0	HP:0001250	—	
2.9	OMIM:618233	Mitochondrial complex I deficiency, nuclear type 10	25	9	0	HP:0001250	ORPHA:2609	
2.9	OMIM:618022	Humerofemoral hypoplasia with radiotibial ray deficiency	12	9	0	HP:0000776	—	
2.9	OMIM:618012	Developmental and epileptic encephalopathy 93	29	9	0	HP:0000252	ORPHA:442835	
2.9	OMIM:617974	Spondyloepimetaphyseal dysplasia, DI Rocco type	13	9	0	HP:0004322	—	
2.9	OMIM:617954	Multiple mitochondrial dysfunctions syndrome 6	27	9	0	HP:0001250	ORPHA:569290	
2.9	OMIM:617810	Glycosylphosphatidylinositol biosynthesis defect 15	29	9	0	HP:0001321	ORPHA:529665	
2.9	OMIM:617564	Meier-Gorlin syndrome 8	12	9	0	HP:0001511	—	
2.9	OMIM:616859	Spasticity, childhood-onset, with hyperglycinemia	22	9	0	HP:0001250	ORPHA:401866	
2.9	OMIM:616298	Singleton-Merten syndrome 2	16	9	0	HP:0004322	ORPHA:85191	dans syndromes
2.9	OMIM:616209	Myopathy, isolated mitochondrial, autosomal dominant	14	9	0	HP:0004322	ORPHA:457050	
2.9	OMIM:616192	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	20	9	0	HP:0004322	ORPHA:445062	
2.9	OMIM:616069	Inflammatory skin and bowel disease, neonatal, 2	16	9	0	HP:0001561	—	
2.9	OMIM:616029	Ectodermal dysplasia/short stature syndrome	15	9	0	HP:0004322	ORPHA:423454	
2.9	OMIM:615905	Epileptic encephalopathy, early infantile, 25, with amelogenesis imperfecta	21	9	0	HP:0000252	ORPHA:442835	
2.9	OMIM:615605	Fanconi renotubular syndrome 3	13	9	0	HP:0004322	ORPHA:3337	
2.9	OMIM:615139	Facial dysmorphism, immunodeficiency, livedo, and short stature	15	9	0	HP:0004322	ORPHA:352712	
2.9	OMIM:614736	Glucocorticoid deficiency 4 with or without mineralocorticoid deficiency	15	9	0	HP:0001250	ORPHA:361	
2.9	OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities	31	19	1		ORPHA:2670,ORPHA:306507	
2.9	OMIM:612247	Crouzon syndrome with acanthosis nigricans	10	9	0	HP:0000238	ORPHA:93262	
2.9	OMIM:612233	Leukodystrophy, hypomyelinating, 4	22	9	0	HP:0001250	ORPHA:280270,ORPHA:280288	
2.9	OMIM:611225	Spastic paraplegia 18, autosomal recessive	27	9	0	HP:0001250	ORPHA:209951	
2.9	OMIM:605676	Cardiomyopathy, dilated, with woolly hair and keratoderma	25	19	1		ORPHA:65282	
2.9	OMIM:603472	Neuronal intranuclear inclusion disease	26	9	0	HP:0001250	ORPHA:2289	
2.9	OMIM:601815	Phosphoglycerate dehydrogenase deficiency	16	9	0	HP:0001250	ORPHA:583595,ORPHA:79351	
2.9	OMIM:601457	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	16	9	0	HP:0002090	ORPHA:331206	
2.9	OMIM:600501	Abcd syndrome	13	9	0	HP:0003811	ORPHA:918	
2.9	OMIM:520000	Diabetes and deafness, maternally inherited	15	9	0	HP:0001250	ORPHA:225	
2.9	OMIM:314050	Thrombocytopenia with beta-thalassemia, X-linked	12	9	0	HP:0001744	ORPHA:231393	
2.9	OMIM:309585	Wilson-Turner syndrome	16	9	0	HP:0000252	ORPHA:3459	
2.9	OMIM:300659	Intellectual developmental disorder, X-linked 93	15	9	0	HP:0002007	ORPHA:528084	dans syndromes
2.9	OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome	18	9	0	HP:0000107	ORPHA:247775,ORPHA:3109	
2.9	OMIM:275100	Hypothyroidism, congenital, nongoitrous, 4	18	9	0	HP:0000821	ORPHA:90674	
2.9	OMIM:272800	Tay-Sachs disease	16	9	0	HP:0001250	ORPHA:309178,ORPHA:309185,ORPHA:309192,ORPHA:845	dans syndromes
2.9	OMIM:255600	Myosclerosis, autosomal recessive	15	9	0	HP:0004322	ORPHA:289380	
2.9	OMIM:236792	L-2-hydroxyglutaric aciduria	23	9	0	HP:0001250	ORPHA:79314	dans syndromes
2.9	OMIM:235700	Hemolytic anemia, nonspherocytic, due to hexokinase deficiency	12	9	0	HP:0001744	ORPHA:90031	
2.9	OMIM:182255	Skeletal dysplasia with delayed epiphyseal and carpal bone ossification	10	9	0	HP:0004322	—	
2.9	OMIM:168605	Perry syndrome	30	9	0	HP:0002093	ORPHA:178509	
2.9	OMIM:155310	Visceral myopathy 1	20	9	0	HP:0001561	ORPHA:2604	
2.9	OMIM:139090	Gray platelet syndrome	15	9	0	HP:0001744	ORPHA:721	
2.9	OMIM:124480	Deafness, congenital, and onychodystrophy, autosomal dominant	19	9	0	HP:0001156	ORPHA:3231,ORPHA:79499	dans syndromes
2.9	OMIM:124200	Darier-White disease	15	9	0	HP:0001250	ORPHA:218	
2.8	OMIM:620825	Immunodeficiency 119	17	8	0	HP:0002090	ORPHA:695191	
2.8	OMIM:620457	Auriculocondylar syndrome 4	13	8	0	HP:0000175	—	
2.8	OMIM:620326	Congenital myopathy 21 with early respiratory failure	19	8	0	HP:0001511	—	
2.8	OMIM:620148	Ichthyosis, annular epidermolytic 2	10	8	2		ORPHA:281139	
2.8	OMIM:620045	Intestinal dysmotility syndrome	17	8	0	HP:0001561	—	
2.8	OMIM:619985	Glycosylphosphatidylinositol biosynthesis defect 25	12	8	0	HP:0004322	—	
2.8	OMIM:619264	Neurodevelopmental disorder with dysmorphic facies and variable seizures	20	8	0	HP:0002007	ORPHA:528084	dans syndromes
2.8	OMIM:618681	Lessel-Kubisch syndrome	11	8	0	HP:0004322	—	
2.8	OMIM:618567	Mitochondrial DNA depletion syndrome 17	18	8	0	HP:0001250	—	
2.8	OMIM:618497	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	31	8	0	HP:0001250	ORPHA:442835	
2.8	OMIM:618458	Knobloch syndrome 2	20	8	0	HP:0001250	ORPHA:1571	
2.8	OMIM:618453	Intellectual developmental disorder with short stature and variable skeletal anomalies	15	8	0	HP:0004322	ORPHA:724143	
2.8	OMIM:618285	Developmental and epileptic encephalopathy 69	21	8	2		ORPHA:1934	
2.8	OMIM:617638	Immunodeficiency 11B with atopic dermatitis	14	8	0	HP:0002090	ORPHA:619972	
2.8	OMIM:617547	Retinal dystrophy with or without macular staphyloma	16	8	0	HP:0004322	ORPHA:653709	
2.8	OMIM:617532	Intellectual developmental disorder with neuropsychiatric features	15	8	0	HP:0001250	ORPHA:88616	
2.8	OMIM:617480	46,xx sex reversal 4	10	8	2		ORPHA:2138	
2.8	OMIM:617232	Muscular dystrophy, limb-girdle, type 2Z	15	8	0	HP:0002093	ORPHA:480682	
2.8	OMIM:617222	Sudden cardiac failure, infantile	12	8	0	HP:0001250	—	
2.8	OMIM:617086	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	25	8	0	HP:0001250	ORPHA:485421,ORPHA:527276	
2.8	OMIM:616540	Epilepsy, progressive myoclonic, 9	20	8	0	HP:0001274	ORPHA:457265	
2.8	OMIM:616483	Infantile liver failure syndrome 2	13	8	0	HP:0001250	ORPHA:464724	
2.8	OMIM:616291	Lichtenstein-Knorr syndrome	21	8	0	HP:0004322	ORPHA:448251	
2.8	OMIM:616081	Pontocerebellar hypoplasia, type 1C	22	8	0	HP:0002093	ORPHA:2254	
2.8	OMIM:615744	Developmental and epileptic encephalopathy 19	34	8	0	HP:0000252	ORPHA:33069	
2.8	OMIM:615592	Immunodeficiency 15	13	8	0	HP:0001522	ORPHA:397787	
2.8	OMIM:615158	Mitochondrial complex III deficiency, nuclear type 3	11	8	0	HP:0002240	ORPHA:1460	
2.8	OMIM:614880	Hypogonadotropic hypogonadism 15 with or without anosmia	11	8	0	HP:0000175	ORPHA:432,ORPHA:478	
2.8	OMIM:614514	Thrombophilia due to protein S deficiency, autosomal recessive	14	8	0	HP:0001250	ORPHA:743	
2.8	OMIM:614328	Inflammatory skin and bowel disease, neonatal, 1	14	8	2		ORPHA:294023	
2.8	OMIM:613668	Microcephaly, postnatal progressive, with seizures and brain atrophy	18	8	0	HP:0001250	ORPHA:402364	
2.8	OMIM:613470	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerasedeficiency	14	8	0	HP:0001744	ORPHA:712	
2.8	OMIM:613206	Spastic paraplegia 44, autosomal recessive	26	8	0	HP:0001250	ORPHA:320401	
2.8	OMIM:610628	Hypogonadotropic hypogonadism 4 with or without anosmia	16	8	0	HP:0001250	ORPHA:432,ORPHA:478	
2.8	OMIM:609640	Frias syndrome	10	8	0	HP:0004322	ORPHA:264200	
2.8	OMIM:609128	Arthrogryposis, distal, type 4	25	18	1		ORPHA:65720	
2.8	OMIM:600093	Spondyloepiphyseal dysplasia tarda with characteristic facies	11	8	0	HP:0000252	—	
2.8	OMIM:302000	Bullous dystrophy, hereditary Macular type	11	8	0	HP:0000252	ORPHA:1867	
2.8	OMIM:301020	Mitochondrial complex I deficiency, nuclear type 12	29	8	0	HP:0001250	ORPHA:2609	
2.8	OMIM:300982	Intellectual developmental disorder, X-linked 103	15	8	0	HP:0001250	—	
2.8	OMIM:300653	Phosphoglycerate kinase 1 deficiency	21	8	0	HP:0001250	ORPHA:713	dans syndromes
2.8	OMIM:251950	Mitochondrial myopathy with lactic acidosis	20	8	0	HP:0001250	ORPHA:2597	
2.8	OMIM:245800	Laurence-Moon syndrome	14	8	0	HP:0004322	ORPHA:2377	
2.8	OMIM:241310	Hypomandibular faciocranial dysostosis	11	8	0	HP:0001631	ORPHA:1790	
2.8	OMIM:240200	Hypoadrenocorticism, familial	13	8	0	HP:0001250	ORPHA:85138	
2.8	OMIM:237310	N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY	23	8	0	HP:0001250	ORPHA:927	
2.8	OMIM:218030	Apparent mineralocorticoid excess	12	8	0	HP:0004322	ORPHA:320	
2.8	OMIM:183700	Split-Foot deformity with mandibulofacial dysostosis	9	8	0	HP:0000175	ORPHA:2439	
2.8	OMIM:152800	Lymphangiectasia, intestinal	11	8	0	HP:0003826	ORPHA:90362	
2.8	OMIM:141300	Hemifacial atrophy, progressive	19	8	0	HP:0001250	ORPHA:1214	
2.7	OMIM:620991	Pancreatic agenesis 3	11	7	0	HP:0001622	—	
2.7	OMIM:620666	Spastic ataxia 10, autosomal recessive	26	7	0	HP:0001250	—	
2.7	OMIM:620201	Congenital disorder of glycosylation, type IIz	14	7	0	HP:0001250	—	
2.7	OMIM:620114	Neurodevelopmental disorder with speech impairment and with or without seizures	25	7	0	HP:0001250	ORPHA:178469	
2.7	OMIM:619232	Bile acid conjugation defect 1	11	7	0	HP:0002240	ORPHA:238475	
2.7	OMIM:619164	Immunodeficiency 76	15	7	0	HP:0001744	ORPHA:647804	
2.7	OMIM:619101	Mismatch repair cancer syndrome 4	9	7	0	HP:0001274	ORPHA:252202	
2.7	OMIM:618849	Bone marrow failure syndrome 6	14	7	0	HP:0000821	—	
2.7	OMIM:618793	Intellectual developmental disorder 62	14	7	0	HP:0001250	ORPHA:528084	dans syndromes
2.7	OMIM:618725	Intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures	16	7	0	HP:0001250	—	
2.7	OMIM:618314	Hypomagnesemia, seizures, and impaired intellectual development 2	16	7	0	HP:0001250	ORPHA:564178	
2.7	OMIM:618251	Mitochondrial complex I deficiency, nuclear type 31	19	7	0	HP:0001250	ORPHA:2609	
2.7	OMIM:618201	Epileptic encephalopathy, early infantile, 68	17	7	0	HP:0000252	ORPHA:442835	
2.7	OMIM:618197	Myasthenic syndrome, congenital, 23, presynaptic	19	7	0	HP:0001274	ORPHA:590,ORPHA:716913,ORPHA:716917	
2.7	OMIM:617915	Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome	19	7	0	HP:0002007	ORPHA:714399	
2.7	OMIM:617873	Combined oxidative phosphorylation deficiency 35	22	7	0	HP:0000252	—	
2.7	OMIM:617805	Renal hypodysplasia/aplasia 3	10	7	0	HP:0000104	ORPHA:1848,ORPHA:93100	
2.7	OMIM:617800	Microcephaly 19, primary, autosomal recessive	15	7	0	HP:0000252	ORPHA:2512	
2.7	OMIM:617767	Joubert syndrome 33	12	7	0	HP:0001744	ORPHA:475	
2.7	OMIM:617239	Myasthenic syndrome, congenital, 21, presynaptic	19	7	0	HP:0002093	ORPHA:590,ORPHA:716893,ORPHA:98914	
2.7	OMIM:616873	Immunodeficiency, common variable, 13	16	7	0	HP:0001561	ORPHA:317473	
2.7	OMIM:616323	Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency	14	7	0	HP:0002093	ORPHA:590,ORPHA:716816,ORPHA:98913	
2.7	OMIM:615862	Nephronophthisis 18	13	7	0	HP:0000238	ORPHA:655	
2.7	OMIM:615779	Congenital heart defects, multiple types, 4	9	7	0	HP:0001629	ORPHA:98722,ORPHA:99067,ORPHA:99068	
2.7	OMIM:615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	30	17	1		ORPHA:401777	
2.7	OMIM:615715	Bone marrow failure syndrome 2	10	7	0	HP:0000252	ORPHA:401764	
2.7	OMIM:615709	Sacral agenesis with vertebral anomalies	10	7	0	HP:0003811	ORPHA:397927	
2.7	OMIM:615686	Spastic paraplegia 63, autosomal recessive	15	7	0	HP:0004322	ORPHA:401805	
2.7	OMIM:615395	Combined oxidative phosphorylation deficiency 16	9	7	0	HP:0001522	ORPHA:352563	
2.7	OMIM:614963	Leptin receptor deficiency	17	7	0	HP:0004322	ORPHA:179494	
2.7	OMIM:614485	Trigonocephaly 2	9	7	0	HP:0000252	ORPHA:3366	
2.7	OMIM:614306	Cognitive impairment with or without cerebellar ataxia	23	7	0	HP:0001561	—	
2.7	OMIM:613550	Nephronophthisis 11	16	7	0	HP:0001395	ORPHA:84081	
2.7	OMIM:611638	Microphthalmia, isolated, with coloboma 5	11	7	0	HP:0000202	ORPHA:98938	
2.7	OMIM:610713	Brachydactyly-Syndactyly syndrome	7	7	0	HP:0001156	ORPHA:93409	
2.7	OMIM:609055	Ceroid lipofuscinosis, neuronal, 9	19	7	0	HP:0001250	—	
2.7	OMIM:605479	Cholestasis, benign recurrent intrahepatic, 2	8	7	0	HP:0002240	ORPHA:65682,ORPHA:99961	
2.7	OMIM:604802	Huntington disease-like 3	18	7	0	HP:0001250	ORPHA:157946	
2.7	OMIM:604381	Patent ductus arteriosus and bicuspid aortic valve with hand anomalies	9	7	0	HP:0001156	ORPHA:228190	
2.7	OMIM:604218	Encephalopathy, familial, with neuroserpin inclusion bodies	14	7	0	HP:0001250	ORPHA:530303,ORPHA:85110	
2.7	OMIM:601794	Coloboma-Obesity-Hypogenitalism-Impaired intellectual development syndrome	12	7	0	HP:0000238	ORPHA:363741	
2.7	OMIM:601438	Rhizomelic dysplasia, Patterson-Lowry type	9	7	0	HP:0001156	ORPHA:2831	
2.7	OMIM:601096	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MICROMELIC	8	7	0	HP:0001156	—	
2.7	OMIM:312863	Combined immunodeficiency, X-linked	14	7	0	HP:0002090	—	
2.7	OMIM:309549	Intellectual developmental disorder, X-linked 9	19	7	0	HP:0001250	ORPHA:777	dans syndromes
2.7	OMIM:308830	Keratosis follicularis, dwarfism, and cerebral atrophy	9	7	0	HP:0000252	ORPHA:2339	
2.7	OMIM:300076	Immunoneurologic disorder, X-linked	10	7	0	HP:0003811	ORPHA:2571	
2.7	OMIM:277450	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1	20	17	1		ORPHA:98434	
2.7	OMIM:269600	Sea-Blue histiocyte disease	10	7	0	HP:0001744	—	
2.7	OMIM:266130	Glutathione synthetase deficiency	14	7	0	HP:0001250	ORPHA:289846,ORPHA:32	
2.7	OMIM:256731	Ceroid lipofuscinosis, neuronal, 5	25	7	0	HP:0001250	ORPHA:228360,ORPHA:699802,ORPHA:699807,ORPHA:699812	
2.7	OMIM:250800	Methemoglobinemia due to deficiency of methemoglobin reductase	16	7	0	HP:0000252	ORPHA:621	
2.7	OMIM:243300	Cholestasis, benign recurrent intrahepatic 1	9	7	0	HP:0002240	ORPHA:65682,ORPHA:99960	
2.7	OMIM:237300	Carbamoyl phosphate synthetase I deficiency, hyperammonemia due to	19	7	0	HP:0001250	ORPHA:147	dans syndromes
2.7	OMIM:223200	Disorganization, mouse, homolog of	11	7	0	HP:0000175	—	
2.7	OMIM:216820	Coloboma, ocular, autosomal recessive	11	7	2		ORPHA:98553	
2.7	OMIM:216800	Coloboma of macula and skeletal anomalies	11	7	0	HP:0000175	ORPHA:91494	
2.7	OMIM:211890	Campomelia, Cumming type	9	7	0	HP:0004322	ORPHA:1318	
2.7	OMIM:211180	Bowen-Conradi syndrome	8	7	0	HP:0000252	ORPHA:1270	
2.7	OMIM:206570	Angiomatosis, diffuse corticomeningeal, of divry and van bogaert	18	7	0	HP:0001250	—	
2.7	OMIM:193250	Volvulus of midgut	11	7	0	HP:0002007	—	
2.7	OMIM:193100	Hypophosphatemic rickets, autosomal dominant	13	7	0	HP:0004322	ORPHA:89937	
2.7	OMIM:155050	Maxillonasal dysplasia, Binder type	8	7	0	HP:0002000	ORPHA:1248	
2.7	OMIM:140350	Hawkinsinuria	13	7	0	HP:0000252	ORPHA:2118	
2.7	OMIM:120433	Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development	11	7	0	HP:0000175	ORPHA:1473	
2.6	OMIM:620940	Methylmalonic aciduria and homocystinuria, cblL type 	13	6	0	HP:0001627	—	
2.6	OMIM:620512	Spastic paraplegia 18A, autosomal dominant	17	6	0	HP:0001250	ORPHA:209951	
2.6	OMIM:620461	Encephalopathy, acute, infection-induced, susceptibility to, 12	20	6	0	HP:0002093	—	
2.6	OMIM:620425	Cataracts, hearing impairment, nephrotic syndrome, and enterocolitis 2	10	6	0	HP:0001321	—	
2.6	OMIM:620247	Cardiomyopathy, dilated, 1OO	9	6	0	HP:0001631	—	
2.6	OMIM:620145	Developmental and epileptic encephalopathy 109	32	6	0	HP:0001511	ORPHA:442835	
2.6	OMIM:619786	Epidermolysis bullosa, junctional 3B, severe	8	6	0	HP:0001522	ORPHA:79404	
2.6	OMIM:619373	Neurodevelopmental disorder with infantile epileptic spasms	14	6	0	HP:0004322	ORPHA:88616	
2.6	OMIM:619058	Mitochondrial complex IV deficiency, nuclear type 14	11	6	0	HP:0004322	ORPHA:254905	
2.6	OMIM:619052	Mitochondrial complex IV deficiency, nuclear type 8	16	6	0	HP:0004322	ORPHA:254905	
2.6	OMIM:618901	46,XX sex reversal 5	8	6	0	HP:0001629	ORPHA:2138	
2.6	OMIM:618875	Seizures, early-onset, with neurodegeneration and brain calcification	9	6	0	HP:0001250	—	
2.6	OMIM:618559	Epileptic encephalopathy, early infantile, 79	18	6	0	HP:0001250	ORPHA:442835	
2.6	OMIM:618189	Cardiomyopathy, dilated, 2C	11	6	0	HP:0001522	ORPHA:154	
2.6	OMIM:617830	Developmental and epileptic encephalopathy 58	19	6	0	HP:0001250	ORPHA:442835	
2.6	OMIM:617271	Nephronophthisis 20	10	6	0	HP:0000107	ORPHA:655,ORPHA:93589	dans syndromes
2.6	OMIM:617100	Familial adenomatous polyposis 4	12	6	0	HP:0000107	ORPHA:480536,ORPHA:733	
2.6	OMIM:616779	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2	17	6	0	HP:0001250	ORPHA:482077	
2.6	OMIM:616224	Myasthenic syndrome, congenital, 22	14	6	0	HP:0004322	ORPHA:590,ORPHA:716893,ORPHA:98914	
2.6	OMIM:614979	Splenomegaly, cytopenia, and vision loss	10	6	0	HP:0001744	ORPHA:313800	
2.6	OMIM:614615	Joubert syndrome 17	12	6	0	HP:0100258	ORPHA:475	
2.6	OMIM:614322	Spinocerebellar ataxia, autosomal recessive 12	22	6	0	HP:0000252	ORPHA:284282	
2.6	OMIM:614307	Alpha-methylacyl-CoA racemase deficiency	26	6	0	HP:0001250	ORPHA:79095	
2.6	OMIM:613977	Cyanosis, transient neonatal	8	6	0	HP:0002240	ORPHA:280615	
2.6	OMIM:613886	Obesity, hyperphagia, and developmental delay	14	6	0	HP:0001250	ORPHA:99704	
2.6	OMIM:613159	Nephronophthisis-Like nephropathy 1	15	6	0	HP:0001250	ORPHA:655,ORPHA:93589	dans syndromes
2.6	OMIM:613148	Inflammatory bowel disease 28, early onset, autosomal recessive	10	6	2		ORPHA:238569	
2.6	OMIM:610910	Pulmonary alveolar proteinosis, acquired	18	6	0	HP:0002090	ORPHA:747	
2.6	OMIM:610798	Immunodeficiency due to defect in mapbp-interacting protein	8	6	0	HP:0004322	ORPHA:90023	
2.6	OMIM:610140	Heart-hand syndrome, Slovenian type	7	6	0	HP:0001156	ORPHA:168796	
2.6	OMIM:609304	Epileptic encephalopathy, early infantile, 3	16	6	0	HP:0001250	ORPHA:1934	
2.6	OMIM:608611	Ribose 5-phosphate isomerase deficiency	25	6	0	HP:0001250	ORPHA:440706	
